Gender,forearmcenterofgriplength,elbow_wrist_length,handbreadth,handcircumference,thumbbreadth_estimated,radialestylionlength,wristcircumference,forearmcircumferenceflexed,forearm_taper_diff
Male,337,623,88,214,24٫64,265,180,298,118
Male,337,624,85,198,23٫8,261,164,275,111
Male,337,624,88,211,24٫64,268,165,294,129
Male,337,626,87,208,24٫36,264,180,330,150
Male,337,626,92,217,25٫76,270,173,298,125
Male,337,627,88,217,24٫64,260,180,310,130
Male,337,630,86,208,24٫08,258,179,306,127
Male,337,630,88,209,24٫64,262,165,279,114
Male,337,630,92,225,25٫76,259,190,340,150
Male,337,631,83,202,23٫24,277,165,285,120
Male,337,631,86,207,24٫08,262,175,311,136
Male,337,632,88,207,24٫64,263,178,296,118
Male,337,633,83,199,23٫24,258,165,298,133
Male,337,633,84,197,23٫52,266,173,290,117
Male,337,638,82,201,22٫96,274,162,292,130
Male,337,640,87,207,24٫36,269,174,290,116
Male,337,641,86,210,24٫08,268,175,325,150
Male,337,642,84,199,23٫52,266,168,294,126
Male,337,646,86,205,24٫08,265,169,312,143
Male,338,586,86,208,24٫08,249,183,330,147
Male,338,591,88,218,24٫64,249,186,343,157
Male,338,592,84,208,23٫52,252,164,301,137
Male,338,593,88,202,24٫64,256,168,285,117
Male,338,595,89,213,24٫92,255,174,294,120
Male,338,595,90,217,25٫2,259,181,313,132
Male,338,597,84,207,23٫52,250,172,327,155
Male,338,597,85,204,23٫8,252,171,302,131
Male,338,597,85,207,23٫8,250,172,296,124
Male,338,598,90,216,25٫2,260,183,336,153
Male,338,600,84,212,23٫52,249,177,314,137
Male,338,600,90,215,25٫2,260,173,330,157
Male,338,601,84,215,23٫52,252,188,330,142
Male,338,601,93,217,26٫04,247,180,325,145
Male,338,602,83,201,23٫24,246,164,312,148
Male,338,602,86,206,24٫08,257,174,303,129
Male,338,605,82,197,22٫96,246,166,293,127
Male,338,605,89,210,24٫92,256,175,332,157
Male,338,606,86,208,24٫08,266,173,294,121
Male,338,606,87,212,24٫36,261,165,298,133
Male,338,609,87,211,24٫36,263,176,306,130
Male,338,609,87,214,24٫36,257,183,328,145
Male,338,609,88,215,24٫64,263,166,306,140
Male,338,610,85,206,23٫8,258,166,290,124
Male,338,610,85,213,23٫8,253,170,299,129
Male,338,610,86,208,24٫08,255,170,305,135
Male,338,610,87,207,24٫36,259,173,307,134
Male,338,611,85,207,23٫8,255,171,295,124
Male,338,611,90,212,25٫2,260,176,299,123
Male,338,612,83,200,23٫24,255,173,293,120
Male,338,612,83,209,23٫24,263,170,306,136
Male,338,612,84,201,23٫52,254,176,303,127
Male,338,613,85,203,23٫8,253,171,308,137
Male,338,613,92,222,25٫76,248,175,300,125
Male,338,614,87,212,24٫36,263,178,318,140
Male,338,614,92,217,25٫76,261,185,309,124
Male,338,616,85,205,23٫8,265,163,297,134
Male,338,617,86,201,24٫08,272,165,285,120
Male,338,618,87,207,24٫36,255,177,312,135
Male,338,618,93,224,26٫04,261,177,300,123
Male,338,620,85,207,23٫8,258,167,290,123
Male,338,621,85,208,23٫8,257,177,293,116
Male,338,621,90,218,25٫2,257,179,337,158
Male,338,621,94,222,26٫32,257,188,328,140
Male,338,622,93,222,26٫04,248,185,322,137
Male,338,623,86,207,24٫08,259,168,295,127
Male,338,623,91,216,25٫48,263,171,291,120
Male,338,623,93,222,26٫04,267,181,314,133
Male,338,624,84,200,23٫52,269,175,286,111
Male,338,624,84,202,23٫52,263,169,305,136
Male,338,624,88,210,24٫64,260,173,316,143
Male,338,625,86,206,24٫08,259,173,294,121
Male,338,627,84,200,23٫52,262,170,300,130
Male,338,627,86,209,24٫08,263,170,301,131
Male,338,627,91,210,25٫48,259,169,300,131
Male,338,628,84,200,23٫52,266,165,293,128
Male,338,629,90,210,25٫2,270,173,286,113
Male,338,630,88,215,24٫64,261,178,332,154
Male,338,632,90,210,25٫2,262,167,286,119
Male,338,632,92,215,25٫76,266,178,302,124
Male,338,633,89,215,24٫92,261,175,329,154
Male,338,633,94,223,26٫32,273,175,323,148
Male,338,634,85,217,23٫8,278,180,338,158
Male,338,635,83,196,23٫24,264,173,284,111
Male,338,636,88,213,24٫64,271,177,304,127
Male,338,636,90,212,25٫2,269,173,289,116
Male,338,641,84,212,23٫52,262,167,311,144
Male,338,641,85,203,23٫8,270,165,283,118
Male,339,582,86,208,24٫08,252,171,328,157
Male,339,587,89,213,24٫92,249,176,326,150
Male,339,589,93,224,26٫04,248,180,340,160
Male,339,601,92,222,25٫76,252,185,334,149
Male,339,602,88,207,24٫64,252,180,318,138
Male,339,605,90,213,25٫2,257,173,306,133
Male,339,606,85,204,23٫8,263,168,290,122
Male,339,608,88,207,24٫64,259,169,299,130
Male,339,608,88,207,24٫64,260,172,291,119
Male,339,610,86,206,24٫08,258,169,303,134
Male,339,611,86,208,24٫08,266,169,323,154
Male,339,611,94,226,26٫32,262,185,308,123
Male,339,612,89,213,24٫92,257,177,333,156
Male,339,613,83,198,23٫24,262,168,302,134
Male,339,613,87,201,24٫36,257,163,291,128
Male,339,614,90,216,25٫2,260,169,289,120
Male,339,615,84,201,23٫52,259,176,308,132
Male,339,615,89,211,24٫92,261,182,332,150
Male,339,615,92,218,25٫76,255,174,313,139
Male,339,615,92,225,25٫76,252,182,330,148
Male,339,616,87,213,24٫36,254,171,322,151
Male,339,617,91,220,25٫48,254,182,302,120
Male,339,617,96,229,26٫88,255,189,322,133
Male,339,619,81,196,22٫68,264,170,297,127
Male,339,620,83,197,23٫24,260,163,301,138
Male,339,620,83,203,23٫24,266,167,279,112
Male,339,620,90,215,25٫2,260,168,310,142
Male,339,620,92,218,25٫76,257,182,312,130
Male,339,622,86,212,24٫08,258,176,301,125
Male,339,623,87,207,24٫36,257,164,290,126
Male,339,623,87,212,24٫36,265,171,312,141
Male,339,623,90,211,25٫2,263,165,305,140
Male,339,624,87,212,24٫36,254,187,335,148
Male,339,626,84,207,23٫52,261,174,288,114
Male,339,627,94,222,26٫32,266,178,305,127
Male,339,628,86,207,24٫08,265,170,290,120
Male,339,628,87,210,24٫36,254,167,298,131
Male,339,628,91,218,25٫48,264,178,299,121
Male,339,630,88,213,24٫64,262,174,295,121
Male,339,631,84,206,23٫52,262,169,293,124
Male,339,632,84,204,23٫52,259,175,311,136
Male,339,632,88,210,24٫64,272,165,278,113
Male,339,632,88,214,24٫64,266,175,312,137
Male,339,632,89,207,24٫92,278,167,324,157
Male,339,635,90,213,25٫2,267,175,315,140
Male,339,637,87,212,24٫36,266,173,316,143
Male,339,638,83,203,23٫24,274,171,293,122
Male,339,643,88,205,24٫64,273,171,298,127
Male,339,644,87,208,24٫36,262,173,310,137
Male,339,648,91,216,25٫48,272,180,327,147
Male,339,648,92,224,25٫76,276,182,303,121
Male,339,652,88,207,24٫64,264,176,302,126
Male,340,585,88,207,24٫64,249,171,316,145
Male,340,590,83,207,23٫24,257,178,312,134
Male,340,599,90,213,25٫2,255,172,317,145
Male,340,600,82,205,22٫96,259,168,322,154
Male,340,601,82,202,22٫96,254,174,302,128
Male,340,601,85,210,23٫8,257,177,307,130
Male,340,601,85,211,23٫8,256,168,287,119
Male,340,602,91,213,25٫48,268,180,322,142
Male,340,604,88,212,24٫64,251,168,311,143
Male,340,605,91,214,25٫48,250,173,305,132
Male,340,606,88,207,24٫64,256,171,286,115
Male,340,607,87,208,24٫36,260,173,300,127
Male,340,608,88,214,24٫64,262,178,317,139
Male,340,609,87,212,24٫36,263,183,322,139
Male,340,609,92,229,25٫76,250,185,326,141
Male,340,612,83,203,23٫24,262,173,322,149
Male,340,612,87,212,24٫36,277,173,285,112
Male,340,612,89,215,24٫92,255,180,322,142
Male,340,613,84,205,23٫52,261,172,305,133
Male,340,613,86,205,24٫08,270,163,278,115
Male,340,613,88,213,24٫64,253,177,328,151
Male,340,613,89,217,24٫92,256,181,325,144
Male,340,613,94,225,26٫32,251,177,332,155
Male,340,614,86,205,24٫08,263,174,292,118
Male,340,615,85,205,23٫8,261,170,311,141
Male,340,615,91,223,25٫48,257,182,335,153
Male,340,616,89,213,24٫92,254,170,299,129
Male,340,616,94,225,26٫32,260,178,324,146
Male,340,619,81,201,22٫68,269,168,284,116
Male,340,619,85,199,23٫8,260,170,297,127
Male,340,619,92,216,25٫76,269,179,323,144
Male,340,620,88,213,24٫64,265,183,324,141
Male,340,620,88,217,24٫64,266,175,303,128
Male,340,620,92,218,25٫76,259,186,318,132
Male,340,623,83,201,23٫24,263,167,295,128
Male,340,623,84,197,23٫52,266,169,284,115
Male,340,624,90,216,25٫2,256,177,287,110
Male,340,625,85,201,23٫8,264,177,313,136
Male,340,625,85,212,23٫8,261,170,292,122
Male,340,625,86,204,24٫08,263,168,292,124
Male,340,626,87,201,24٫36,268,177,301,124
Male,340,626,91,216,25٫48,265,173,295,122
Male,340,626,91,217,25٫48,266,182,320,138
Male,340,630,87,206,24٫36,255,165,289,124
Male,340,630,90,211,25٫2,264,178,295,117
Male,340,631,87,214,24٫36,267,169,281,112
Male,340,631,90,216,25٫2,269,180,324,144
Male,340,631,92,220,25٫76,268,173,296,123
Male,340,633,87,206,24٫36,272,168,288,120
Male,340,634,83,203,23٫24,267,167,288,121
Male,340,634,88,207,24٫64,265,175,293,118
Male,340,635,92,221,25٫76,271,174,307,133
Male,340,636,86,209,24٫08,266,177,320,143
Male,340,636,95,223,26٫6,270,180,306,126
Male,340,639,84,195,23٫52,264,165,280,115
Male,340,639,86,205,24٫08,273,166,281,115
Male,340,639,86,206,24٫08,267,170,290,120
Male,340,643,85,205,23٫8,265,179,289,110
Male,340,643,91,215,25٫48,268,179,304,125
Male,340,644,94,225,26٫32,258,180,305,125
Male,340,647,95,224,26٫6,269,184,322,138
Male,340,653,88,206,24٫64,274,170,300,130
Male,341,582,85,215,23٫8,248,165,299,134
Male,341,585,85,199,23٫8,256,183,335,152
Male,341,590,87,210,24٫36,256,185,342,157
Male,341,590,90,218,25٫2,248,175,301,126
Male,341,592,87,212,24٫36,261,184,322,138
Male,341,592,93,227,26٫04,245,179,312,133
Male,341,595,85,208,23٫8,258,178,327,149
Male,341,598,83,212,23٫24,256,168,314,146
Male,341,601,89,215,24٫92,251,181,324,143
Male,341,603,89,215,24٫92,248,183,336,153
Male,341,603,90,211,25٫2,257,179,315,136
Male,341,604,84,205,23٫52,265,165,322,157
Male,341,605,84,202,23٫52,256,166,311,145
Male,341,605,89,213,24٫92,258,173,315,142
Male,341,605,91,217,25٫48,251,175,332,157
Male,341,607,89,212,24٫92,257,179,318,139
Male,341,610,82,204,22٫96,257,169,280,111
Male,341,610,83,199,23٫24,261,168,279,111
Male,341,610,90,214,25٫2,252,170,303,133
Male,341,610,90,218,25٫2,263,184,311,127
Male,341,610,91,214,25٫48,256,179,312,133
Male,341,612,81,195,22٫68,254,165,291,126
Male,341,612,87,208,24٫36,261,164,288,124
Male,341,612,88,214,24٫64,266,179,315,136
Male,341,613,84,203,23٫52,259,168,297,129
Male,341,613,88,207,24٫64,252,178,296,118
Male,341,613,90,216,25٫2,262,171,318,147
Male,341,614,89,220,24٫92,254,175,326,151
Male,341,615,88,209,24٫64,267,178,308,130
Male,341,615,90,215,25٫2,264,178,308,130
Male,341,615,93,223,26٫04,261,182,314,132
Male,341,617,88,206,24٫64,266,171,303,132
Male,341,617,89,224,24٫92,267,170,304,134
Male,341,617,91,221,25٫48,264,181,311,130
Male,341,619,88,209,24٫64,258,173,321,148
Male,341,619,89,212,24٫92,259,182,322,140
Male,341,620,88,212,24٫64,252,185,308,123
Male,341,620,91,222,25٫48,245,182,314,132
Male,341,620,92,218,25٫76,265,182,298,116
Male,341,621,87,213,24٫36,250,177,320,143
Male,341,621,89,217,24٫92,257,174,319,145
Male,341,621,94,222,26٫32,265,178,327,149
Male,341,622,88,207,24٫64,260,170,312,142
Male,341,623,86,213,24٫08,255,180,303,123
Male,341,623,88,216,24٫64,257,178,327,149
Male,341,623,89,206,24٫92,261,165,299,134
Male,341,624,84,207,23٫52,261,176,302,126
Male,341,624,88,212,24٫64,260,171,294,123
Male,341,625,87,212,24٫36,268,173,301,128
Male,341,627,87,209,24٫36,261,169,296,127
Male,341,627,88,208,24٫64,266,169,302,133
Male,341,627,88,208,24٫64,271,165,303,138
Male,341,627,94,214,26٫32,262,180,315,135
Male,341,628,90,212,25٫2,275,171,319,148
Male,341,628,91,218,25٫48,265,176,330,154
Male,341,629,85,198,23٫8,267,170,295,125
Male,341,629,88,216,24٫64,264,180,304,124
Male,341,629,88,217,24٫64,272,175,310,135
Male,341,630,82,201,22٫96,264,180,308,128
Male,341,630,82,202,22٫96,265,167,287,120
Male,341,630,90,220,25٫2,271,177,307,130
Male,341,631,84,205,23٫52,267,171,324,153
Male,341,632,91,219,25٫48,271,166,310,144
Male,341,633,88,213,24٫64,268,182,326,144
Male,341,633,90,212,25٫2,262,181,297,116
Male,341,635,88,215,24٫64,258,174,288,114
Male,341,635,91,215,25٫48,266,179,316,137
Male,341,636,85,203,23٫8,268,174,313,139
Male,341,637,87,208,24٫36,264,171,280,109
Male,341,637,93,220,26٫04,270,177,304,127
Male,341,639,93,225,26٫04,261,181,334,153
Male,341,640,85,201,23٫8,270,165,289,124
Male,341,644,87,205,24٫36,270,176,302,126
Male,341,645,84,197,23٫52,271,163,292,129
Male,341,645,87,214,24٫36,259,169,301,132
Male,341,645,88,212,24٫64,274,176,309,133
Male,341,648,83,201,23٫24,279,164,294,130
Male,341,650,89,206,24٫92,270,178,298,120
Male,341,654,90,218,25٫2,274,175,302,127
Male,342,587,87,210,24٫36,244,172,308,136
Male,342,595,81,195,22٫68,252,167,285,118
Male,342,600,86,213,24٫08,255,173,295,122
Male,342,604,84,213,23٫52,256,175,300,125
Male,342,604,89,214,24٫92,262,177,314,137
Male,342,605,91,217,25٫48,259,173,290,117
Male,342,607,86,206,24٫08,258,174,300,126
Male,342,608,88,208,24٫64,259,170,298,128
Male,342,608,88,213,24٫64,261,177,294,117
Male,342,610,86,204,24٫08,254,174,308,134
Male,342,611,84,203,23٫52,267,174,318,144
Male,342,611,87,210,24٫36,269,178,293,115
Male,342,613,86,207,24٫08,259,174,291,117
Male,342,613,88,217,24٫64,258,175,307,132
Male,342,614,82,200,22٫96,259,170,302,132
Male,342,614,87,208,24٫36,262,172,288,116
Male,342,615,82,198,22٫96,261,165,288,123
Male,342,615,83,196,23٫24,258,177,311,134
Male,342,615,88,205,24٫64,262,173,300,127
Male,342,615,90,221,25٫2,261,177,329,152
Male,342,616,84,207,23٫52,268,172,291,119
Male,342,616,86,214,24٫08,258,178,330,152
Male,342,616,89,220,24٫92,258,179,308,129
Male,342,619,84,208,23٫52,262,171,297,126
Male,342,619,87,207,24٫36,265,172,297,125
Male,342,620,82,197,22٫96,265,167,286,119
Male,342,620,88,203,24٫64,260,165,294,129
Male,342,621,82,200,22٫96,263,167,296,129
Male,342,621,83,204,23٫24,263,175,307,132
Male,342,622,86,207,24٫08,269,168,295,127
Male,342,622,90,227,25٫2,259,183,322,139
Male,342,623,89,213,24٫92,260,171,288,117
Male,342,624,89,214,24٫92,263,165,315,150
Male,342,626,84,207,23٫52,279,174,319,145
Male,342,626,87,211,24٫36,265,177,305,128
Male,342,626,89,207,24٫92,258,175,302,127
Male,342,627,88,213,24٫64,260,183,308,125
Male,342,628,82,197,22٫96,270,172,334,162
Male,342,628,88,205,24٫64,273,176,287,111
Male,342,628,88,208,24٫64,274,171,303,132
Male,342,628,88,216,24٫64,267,175,294,119
Male,342,629,84,211,23٫52,266,175,311,136
Male,342,631,86,204,24٫08,272,176,300,124
Male,342,632,90,216,25٫2,258,175,322,147
Male,342,633,90,220,25٫2,271,178,289,111
Male,342,633,91,220,25٫48,252,169,310,141
Male,342,634,87,209,24٫36,269,168,298,130
Male,342,635,90,217,25٫2,271,176,291,115
Male,342,636,88,207,24٫64,266,167,279,112
Male,342,636,92,228,25٫76,265,186,329,143
Male,342,639,87,210,24٫36,268,174,324,150
Male,342,640,92,217,25٫76,268,177,292,115
Male,342,641,90,213,25٫2,277,178,320,142
Male,342,649,85,200,23٫8,270,165,277,112
Male,342,654,85,202,23٫8,283,164,286,122
Male,342,660,89,206,24٫92,267,175,294,119
Male,343,584,85,208,23٫8,252,170,325,155
Male,343,589,83,198,23٫24,255,164,298,134
Male,343,591,90,212,25٫2,260,184,335,151
Male,343,596,87,203,24٫36,258,166,279,113
Male,343,598,84,199,23٫52,259,169,277,108
Male,343,600,87,215,24٫36,252,178,324,146
Male,343,603,88,208,24٫64,253,172,287,115
Male,343,604,88,217,24٫64,254,187,339,152
Male,343,605,92,218,25٫76,263,180,306,126
Male,343,606,95,223,26٫6,260,179,314,135
Male,343,607,85,204,23٫8,262,179,300,121
Male,343,607,86,202,24٫08,256,168,317,149
Male,343,607,89,217,24٫92,266,181,306,125
Male,343,608,88,213,24٫64,253,173,283,110
Male,343,609,85,209,23٫8,260,173,315,142
Male,343,609,92,223,25٫76,248,176,322,146
Male,343,613,87,209,24٫36,258,176,310,134
Male,343,613,90,202,25٫2,262,172,300,128
Male,343,613,90,220,25٫2,246,190,339,149
Male,343,614,85,213,23٫8,254,163,292,129
Male,343,614,86,212,24٫08,254,172,295,123
Male,343,614,89,219,24٫92,265,182,314,132
Male,343,615,92,220,25٫76,247,182,334,152
Male,343,616,82,202,22٫96,260,173,333,160
Male,343,616,84,206,23٫52,252,178,331,153
Male,343,616,88,214,24٫64,264,180,340,160
Male,343,616,89,215,24٫92,251,181,316,135
Male,343,616,90,218,25٫2,252,187,339,152
Male,343,618,85,201,23٫8,259,173,294,121
Male,343,618,85,209,23٫8,258,168,292,124
Male,343,618,88,215,24٫64,267,180,316,136
Male,343,619,85,200,23٫8,263,173,300,127
Male,343,619,86,208,24٫08,266,180,300,120
Male,343,619,87,210,24٫36,261,172,294,122
Male,343,619,95,225,26٫6,259,182,321,139
Male,343,620,84,202,23٫52,261,164,285,121
Male,343,620,87,213,24٫36,257,178,311,133
Male,343,621,84,204,23٫52,259,176,308,132
Male,343,621,84,208,23٫52,261,174,322,148
Male,343,621,88,206,24٫64,261,178,300,122
Male,343,622,84,201,23٫52,267,168,281,113
Male,343,622,85,199,23٫8,268,172,329,157
Male,343,622,85,206,23٫8,259,171,319,148
Male,343,622,91,215,25٫48,271,168,306,138
Male,343,624,88,214,24٫64,265,177,316,139
Male,343,625,84,200,23٫52,266,170,294,124
Male,343,625,86,208,24٫08,268,171,317,146
Male,343,625,86,210,24٫08,268,172,306,134
Male,343,625,90,216,25٫2,259,173,288,115
Male,343,625,91,212,25٫48,262,168,301,133
Male,343,626,86,210,24٫08,265,168,304,136
Male,343,626,89,204,24٫92,263,176,317,141
Male,343,626,90,217,25٫2,261,179,296,117
Male,343,626,90,224,25٫2,258,188,332,144
Male,343,627,91,217,25٫48,272,178,304,126
Male,343,629,83,198,23٫24,254,162,279,117
Male,343,629,88,220,24٫64,257,188,325,137
Male,343,630,87,211,24٫36,263,180,322,142
Male,343,630,88,211,24٫64,266,180,324,144
Male,343,632,89,220,24٫92,258,182,319,137
Male,343,632,91,218,25٫48,266,182,330,148
Male,343,634,85,202,23٫8,271,170,295,125
Male,343,634,88,213,24٫64,260,168,288,120
Male,343,634,92,218,25٫76,268,178,328,150
Male,343,634,94,217,26٫32,270,174,302,128
Male,343,636,89,217,24٫92,258,186,325,139
Male,343,636,94,225,26٫32,265,179,326,147
Male,343,637,88,214,24٫64,268,178,298,120
Male,343,638,88,205,24٫64,263,178,328,150
Male,343,641,86,211,24٫08,261,171,288,117
Male,343,644,91,215,25٫48,271,183,325,142
Male,343,647,86,209,24٫08,269,173,297,124
Male,343,653,91,213,25٫48,272,190,337,147
Male,343,654,88,215,24٫64,267,180,334,154
Male,343,662,86,210,24٫08,277,180,318,138
Male,344,599,90,215,25٫2,256,178,301,123
Male,344,601,88,213,24٫64,262,177,319,142
Male,344,602,90,216,25٫2,250,180,330,150
Male,344,603,85,209,23٫8,254,169,278,109
Male,344,604,85,211,23٫8,248,172,312,140
Male,344,604,89,213,24٫92,257,179,332,153
Male,344,608,87,211,24٫36,257,175,316,141
Male,344,608,90,214,25٫2,263,171,314,143
Male,344,609,84,207,23٫52,257,175,309,134
Male,344,609,90,223,25٫2,262,186,333,147
Male,344,610,84,208,23٫52,271,167,288,121
Male,344,611,88,214,24٫64,257,180,323,143
Male,344,612,87,214,24٫36,266,176,289,113
Male,344,614,88,208,24٫64,267,176,293,117
Male,344,615,82,202,22٫96,273,167,311,144
Male,344,615,83,200,23٫24,260,170,313,143
Male,344,615,92,224,25٫76,263,169,318,149
Male,344,616,90,210,25٫2,266,171,297,126
Male,344,617,83,200,23٫24,256,167,287,120
Male,344,617,84,200,23٫52,265,163,284,121
Male,344,617,86,203,24٫08,263,177,333,156
Male,344,617,87,207,24٫36,259,175,305,130
Male,344,617,89,213,24٫92,255,173,309,136
Male,344,617,94,217,26٫32,260,179,306,127
Male,344,618,84,208,23٫52,263,171,297,126
Male,344,618,88,214,24٫64,273,181,327,146
Male,344,618,92,227,25٫76,267,184,338,154
Male,344,618,94,221,26٫32,262,183,312,129
Male,344,619,89,212,24٫92,255,172,301,129
Male,344,621,91,215,25٫48,264,174,315,141
Male,344,621,91,218,25٫48,257,184,323,139
Male,344,622,87,204,24٫36,269,182,321,139
Male,344,622,92,217,25٫76,263,182,308,126
Male,344,623,88,207,24٫64,268,175,302,127
Male,344,623,88,217,24٫64,266,182,304,122
Male,344,623,90,219,25٫2,262,184,333,149
Male,344,624,83,197,23٫24,266,164,281,117
Male,344,624,86,214,24٫08,260,181,300,119
Male,344,624,87,207,24٫36,261,177,295,118
Male,344,626,86,206,24٫08,261,174,292,118
Male,344,626,89,206,24٫92,267,172,320,148
Male,344,626,93,224,26٫04,263,187,331,144
Male,344,627,85,207,23٫8,260,180,316,136
Male,344,627,92,217,25٫76,268,175,308,133
Male,344,628,84,202,23٫52,272,165,296,131
Male,344,628,88,207,24٫64,269,172,289,117
Male,344,628,88,214,24٫64,262,178,314,136
Male,344,628,92,218,25٫76,264,180,325,145
Male,344,628,93,223,26٫04,256,189,328,139
Male,344,629,85,204,23٫8,269,182,316,134
Male,344,629,86,206,24٫08,267,177,299,122
Male,344,629,87,212,24٫36,272,179,322,143
Male,344,629,88,214,24٫64,261,181,327,146
Male,344,629,94,218,26٫32,267,170,292,122
Male,344,631,81,199,22٫68,264,163,324,161
Male,344,631,90,205,25٫2,273,177,312,135
Male,344,632,85,204,23٫8,270,170,290,120
Male,344,632,88,212,24٫64,266,174,320,146
Male,344,632,88,217,24٫64,262,180,328,148
Male,344,632,89,213,24٫92,269,181,293,112
Male,344,633,86,201,24٫08,266,164,289,125
Male,344,633,87,206,24٫36,259,182,303,121
Male,344,634,89,214,24٫92,262,172,320,148
Male,344,635,89,213,24٫92,264,173,304,131
Male,344,637,88,218,24٫64,275,167,306,139
Male,344,637,89,211,24٫92,255,179,316,137
Male,344,637,91,218,25٫48,261,181,319,138
Male,344,638,88,216,24٫64,272,177,318,141
Male,344,639,85,206,23٫8,270,175,327,152
Male,344,639,88,214,24٫64,272,170,301,131
Male,344,640,87,215,24٫36,263,170,285,115
Male,344,642,87,213,24٫36,271,186,333,147
Male,344,642,93,220,26٫04,275,189,331,142
Male,344,643,91,215,25٫48,272,169,314,145
Male,344,645,88,209,24٫64,279,175,331,156
Male,344,646,85,213,23٫8,278,178,310,132
Male,344,646,93,222,26٫04,268,180,302,122
Male,344,648,87,212,24٫36,275,175,309,134
Male,344,649,87,210,24٫36,271,178,310,132
Male,344,651,84,204,23٫52,271,176,296,120
Male,344,656,83,202,23٫24,279,175,296,121
Male,344,657,88,215,24٫64,268,169,302,133
Male,344,658,83,200,23٫24,278,175,312,137
Male,345,593,86,205,24٫08,267,174,332,158
Male,345,594,91,215,25٫48,255,170,295,125
Male,345,598,88,207,24٫64,257,165,299,134
Male,345,601,91,217,25٫48,256,172,321,149
Male,345,601,92,220,25٫76,256,170,324,154
Male,345,602,86,211,24٫08,256,164,287,123
Male,345,604,82,196,22٫96,268,167,289,122
Male,345,604,92,222,25٫76,255,182,331,149
Male,345,605,84,202,23٫52,258,170,295,125
Male,345,605,85,200,23٫8,257,175,290,115
Male,345,606,84,195,23٫52,255,169,291,122
Male,345,606,86,212,24٫08,259,179,324,145
Male,345,606,92,220,25٫76,262,187,322,135
Male,345,607,82,198,22٫96,263,168,280,112
Male,345,607,87,212,24٫36,259,177,312,135
Male,345,609,89,224,24٫92,257,177,315,138
Male,345,610,88,212,24٫64,265,167,304,137
Male,345,611,89,212,24٫92,266,174,306,132
Male,345,612,88,215,24٫64,253,175,308,133
Male,345,612,89,215,24٫92,262,173,292,119
Male,345,615,85,203,23٫8,263,169,311,142
Male,345,615,89,214,24٫92,265,183,313,130
Male,345,615,94,223,26٫32,254,177,314,137
Male,345,617,87,214,24٫36,260,181,304,123
Male,345,619,81,197,22٫68,259,165,276,111
Male,345,619,89,217,24٫92,262,184,320,136
Male,345,619,92,222,25٫76,255,188,319,131
Male,345,620,84,205,23٫52,268,171,312,141
Male,345,620,84,208,23٫52,262,175,290,115
Male,345,620,86,204,24٫08,261,173,296,123
Male,345,620,93,221,26٫04,260,182,335,153
Male,345,622,92,212,25٫76,265,178,322,144
Male,345,625,88,215,24٫64,266,167,286,119
Male,345,625,94,223,26٫32,276,188,328,140
Male,345,626,83,206,23٫24,254,175,298,123
Male,345,626,88,213,24٫64,256,179,317,138
Male,345,627,82,197,22٫96,270,167,279,112
Male,345,627,88,213,24٫64,263,175,297,122
Male,345,627,90,217,25٫2,260,170,300,130
Male,345,628,87,208,24٫36,273,169,299,130
Male,345,629,82,197,22٫96,274,165,290,125
Male,345,629,88,214,24٫64,254,172,294,122
Male,345,629,88,214,24٫64,263,177,300,123
Male,345,630,87,205,24٫36,263,178,303,125
Male,345,630,87,213,24٫36,267,168,312,144
Male,345,632,84,205,23٫52,269,180,298,118
Male,345,633,83,197,23٫24,275,163,298,135
Male,345,633,87,207,24٫36,263,178,302,124
Male,345,633,90,214,25٫2,261,176,288,112
Male,345,634,86,205,24٫08,262,172,302,130
Male,345,634,96,230,26٫88,271,182,343,161
Male,345,635,87,212,24٫36,269,183,318,135
Male,345,635,91,212,25٫48,274,186,301,115
Male,345,636,86,207,24٫08,275,172,297,125
Male,345,637,82,200,22٫96,269,179,290,111
Male,345,637,83,198,23٫24,271,170,306,136
Male,345,638,90,213,25٫2,274,177,312,135
Male,345,638,93,225,26٫04,271,176,321,145
Male,345,639,88,208,24٫64,267,168,298,130
Male,345,639,88,210,24٫64,259,171,291,120
Male,345,640,88,204,24٫64,266,166,275,109
Male,345,642,88,209,24٫64,275,168,309,141
Male,345,643,81,201,22٫68,281,168,327,159
Male,345,645,91,218,25٫48,267,176,310,134
Male,345,646,88,210,24٫64,269,186,325,139
Male,345,646,91,216,25٫48,260,182,316,134
Male,345,647,88,210,24٫64,272,168,303,135
Male,345,648,84,204,23٫52,266,174,312,138
Male,345,649,82,198,22٫96,271,162,276,114
Male,345,649,85,208,23٫8,269,176,284,108
Male,345,652,84,202,23٫52,287,165,289,124
Male,345,652,90,210,25٫2,271,178,326,148
Male,345,654,89,216,24٫92,275,181,334,153
Male,345,656,85,199,23٫8,274,170,281,111
Male,345,656,90,217,25٫2,276,177,302,125
Male,345,661,90,213,25٫2,277,179,310,131
Male,345,664,84,207,23٫52,277,174,315,141
Male,346,596,86,204,24٫08,256,166,288,122
Male,346,600,87,213,24٫36,255,176,326,150
Male,346,605,90,221,25٫2,249,183,321,138
Male,346,608,87,214,24٫36,257,167,319,152
Male,346,609,83,205,23٫24,264,185,322,137
Male,346,609,86,207,24٫08,262,167,298,131
Male,346,610,82,197,22٫96,254,168,299,131
Male,346,611,86,207,24٫08,268,169,299,130
